NAME,B17001_001E,B17001_002E,B19013_001E,B23025_003E,B23025_005E,B11004_001E,B11004_010E,B11004_016E,B25070_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,state,county,tract,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,GEOID
Census Tract 8320; Cook County; Illinois,1701,147,128828,1488,57,302,14,0,622,19,35,24,126,17,031,832000,0.08641975308641975,11.766233460330673,0.038306451612903226,0.046357615894039736,0.3279742765273312,17031832000
Census Tract 8321; Cook County; Illinois,3572,550,79985,2567,116,574,14,100,1373,72,47,63,204,17,031,832100,0.1539753639417693,11.289594396075696,0.04518893650175302,0.1986062717770035,0.2811361981063365,17031832100
Census Tract 8322; Cook County; Illinois,3215,203,150682,2445,20,699,5,25,945,42,89,8,119,17,031,832200,0.06314152410575427,11.922926934879557,0.0081799591002045,0.04291845493562232,0.273015873015873,17031832200
Census Tract 8323; Cook County; Illinois,1938,91,119886,1475,33,367,0,17,646,107,4,49,112,17,031,832300,0.04695562435500516,11.694296570228188,0.022372881355932205,0.04632152588555858,0.42105263157894735,17031832300
Census Tract 8324; Cook County; Illinois,3533,167,132226,2571,106,640,21,39,765,46,63,17,72,17,031,832400,0.04726861024624965,11.79226785877191,0.041229093737845196,0.09375,0.25882352941176473,17031832400
Census Tract 8325; Cook County; Illinois,3180,485,142500,1921,95,643,26,30,725,30,52,40,289,17,031,832500,0.15251572327044025,11.867097278690842,0.04945340968245705,0.08709175738724728,0.5668965517241379,17031832500
Census Tract 8326; Cook County; Illinois,4348,131,201563,2938,152,909,0,0,714,44,18,13,85,17,031,832600,0.030128794848206072,12.213857266589306,0.051735874744724304,0.0,0.22408963585434175,17031832600
Census Tract 8329; Cook County; Illinois,2092,763,75878,1289,44,347,0,26,523,35,10,74,163,17,031,832900,0.3647227533460803,11.236882066295157,0.03413498836307215,0.07492795389048991,0.5391969407265774,17031832900
Census Tract 8330; Cook County; Illinois,4677,299,192608,3518,188,883,39,0,1576,16,20,151,241,17,031,833000,0.06392986957451358,12.168412314347497,0.053439454235361,0.044167610419026046,0.2715736040609137,17031833000
Census Tract 8331; Cook County; Illinois,8382,467,160114,6572,128,1712,18,83,1759,57,79,213,373,17,031,833100,0.05571462658076831,11.983641340508344,0.019476567255021303,0.05899532710280374,0.41046048891415576,17031833100
Census Tract 8333; Cook County; Illinois,2671,788,85096,1774,158,380,10,0,803,107,87,80,263,17,031,833300,0.29502059153874954,11.351535309931501,0.08906426155580609,0.02631578947368421,0.6687422166874222,17031833300
Census Tract 8339; Cook County; Illinois,2696,1243,39602,1077,262,619,20,187,534,28,15,87,110,17,031,833900,0.461053412462908,10.58663490101774,0.24326833797585887,0.3344103392568659,0.449438202247191,17031833900
Census Tract 8340; Cook County; Illinois,3274,719,39194,1529,383,902,0,469,999,19,15,184,392,17,031,834000,0.2196090409285278,10.576278952838999,0.25049051667756705,0.5199556541019955,0.6106106106106106,17031834000
Census Tract 8342; Cook County; Illinois,5663,1278,57270,2553,478,1333,22,704,1416,260,0,210,187,17,031,834200,0.22567543704750131,10.955532205387904,0.1872307089698394,0.5446361590397599,0.4639830508474576,17031834200
Census Tract 8343; Cook County; Illinois,6186,1245,52973,2945,381,1622,0,511,907,69,18,23,386,17,031,834300,0.20126091173617847,10.877537628766428,0.1293718166383701,0.3150431565967941,0.5468577728776185,17031834300
Census Tract 8344; Cook County; Illinois,4263,835,33768,2360,327,962,15,181,1248,16,63,15,554,17,031,834400,0.19587145202908748,10.427268887462334,0.1385593220338983,0.20374220374220375,0.5192307692307693,17031834400
Census Tract 8345; Cook County; Illinois,1553,561,48393,750,99,337,15,160,458,21,19,31,107,17,031,834500,0.36123631680618157,10.787110454145898,0.132,0.5192878338278932,0.388646288209607,17031834500
Census Tract 8346; Cook County; Illinois,1825,727,26304,815,198,314,43,120,589,70,47,38,244,17,031,834600,0.39835616438356164,10.177476297855906,0.24294478527607363,0.5191082802547771,0.6774193548387096,17031834600
Census Tract 8347; Cook County; Illinois,1331,396,34250,584,87,240,27,85,415,9,0,20,175,17,031,834700,0.2975206611570248,10.441441843690372,0.14897260273972604,0.4666666666666667,0.491566265060241,17031834700
Census Tract 8348; Cook County; Illinois,1636,523,20771,689,143,306,34,57,544,9,12,36,131,17,031,834800,0.31968215158924207,9.941313062076109,0.20754716981132076,0.2973856209150327,0.34558823529411764,17031834800
Census Tract 8349; Cook County; Illinois,905,402,18500,249,73,134,7,41,481,35,16,55,155,17,031,834900,0.44419889502762433,9.825526011066415,0.2931726907630522,0.3582089552238806,0.5426195426195426,17031834900
Census Tract 8350; Cook County; Illinois,5549,1508,33857,2394,576,1081,130,280,1301,121,25,192,353,17,031,835000,0.2717606775995675,10.429901051643771,0.24060150375939848,0.3792784458834413,0.531129900076864,17031835000
Census Tract 8351; Cook County; Illinois,4666,938,47049,2060,173,970,162,234,575,0,0,212,143,17,031,835100,0.2010287183883412,10.758944890802534,0.08398058252427185,0.40824742268041236,0.6173913043478261,17031835100
Census Tract 8352; Cook County; Illinois,2276,123,79875,1290,99,376,12,55,233,0,8,20,32,17,031,835200,0.054042179261862916,11.288218191679835,0.07674418604651163,0.17819148936170212,0.2575107296137339,17031835200
Census Tract 8355; Cook County; Illinois,1393,661,18304,504,152,270,0,83,574,66,50,41,154,17,031,835500,0.4745154343144293,9.814874894179525,0.30158730158730157,0.3074074074074074,0.5418118466898955,17031835500
Census Tract 8356; Cook County; Illinois,749,464,13438,175,69,148,0,50,360,58,0,26,79,17,031,835600,0.6194926568758344,9.505841793480096,0.3942857142857143,0.33783783783783783,0.4527777777777778,17031835600
Census Tract 8358; Cook County; Illinois,1852,328,79868,1190,188,426,29,125,448,0,13,101,42,17,031,835800,0.1771058315334773,11.288130550906788,0.15798319327731092,0.3615023474178404,0.3482142857142857,17031835800
Census Tract 8360; Cook County; Illinois,3022,744,77292,1633,173,631,2,242,655,48,8,79,157,17,031,836000,0.24619457313037724,11.255345736334892,0.10593998775260258,0.3866877971473851,0.44580152671755724,17031836000
Census Tract 8361; Cook County; Illinois,1827,812,20948,901,182,406,0,212,653,37,82,35,271,17,031,836100,0.4444444444444444,9.949798455399378,0.20199778024417314,0.5221674876847291,0.6508422664624809,17031836100
Census Tract 8362; Cook County; Illinois,306,31,146250,513,20,62,0,0,19,0,5,0,9,17,031,836200,0.10130718954248366,11.893072765094104,0.03898635477582846,0.0,0.7368421052631579,17031836200
Census Tract 8363; Cook County; Illinois,1744,478,64722,1131,140,233,6,64,460,64,45,39,107,17,031,836300,0.27408256880733944,11.077856453603484,0.1237842617152962,0.30042918454935624,0.5543478260869565,17031836300
Census Tract 8364; Cook County; Illinois,3783,1203,24764,1953,390,890,67,362,1197,133,81,53,223,17,031,836400,0.31800158604282314,10.117146264639123,0.19969278033794163,0.4820224719101124,0.4093567251461988,17031836400
Census Tract 8365; Cook County; Illinois,1510,373,30944,715,69,404,26,135,662,128,10,42,233,17,031,836500,0.24701986754966887,10.339934398253021,0.0965034965034965,0.39851485148514854,0.6238670694864048,17031836500
Census Tract 8366; Cook County; Illinois,2261,128,80763,1542,60,454,0,120,696,74,0,26,91,17,031,836600,0.05661211853162318,11.299274218839363,0.038910505836575876,0.2643171806167401,0.2744252873563218,17031836600
Census Tract 8367; Cook County; Illinois,2507,426,51434,1292,41,538,117,106,748,92,100,8,182,17,031,836700,0.16992421220582368,10.84805471136194,0.03173374613003096,0.4144981412639405,0.5106951871657754,17031836700
Census Tract 8368; Cook County; Illinois,2635,1685,19453,1187,213,503,14,317,790,43,27,13,376,17,031,836800,0.6394686907020873,9.875756578797818,0.17944397641112048,0.658051689860835,0.5810126582278481,17031836800
Census Tract 8369; Cook County; Illinois,1994,1507,25650,634,56,382,42,266,474,22,6,16,251,17,031,836900,0.7557673019057172,10.152298850598916,0.08832807570977919,0.806282722513089,0.6223628691983122,17031836900
Census Tract 8370; Cook County; Illinois,1843,492,41023,989,167,419,101,120,603,86,69,33,147,17,031,837000,0.26695604991861094,10.621888164008205,0.16885743174924167,0.5274463007159904,0.5555555555555556,17031837000
Census Tract 8371; Cook County; Illinois,1515,357,48880,781,126,306,0,94,429,37,48,6,198,17,031,837100,0.23564356435643563,10.797123593845477,0.1613316261203585,0.30718954248366015,0.6736596736596736,17031837100
Census Tract 8373; Cook County; Illinois,2276,1186,18949,1024,189,511,9,215,728,33,14,26,318,17,031,837300,0.5210896309314587,9.849506438669614,0.1845703125,0.4383561643835616,0.5370879120879121,17031837300
Census Tract 8374; Cook County; Illinois,2186,840,51250,1069,261,469,0,205,405,29,0,33,105,17,031,837400,0.38426349496797807,10.844470897000654,0.2441534144059869,0.43710021321961623,0.4123456790123457,17031837400
Census Tract 8378; Cook County; Illinois,2836,881,58681,1533,186,538,0,114,955,35,19,28,350,17,031,837800,0.3106488011283498,10.97987127369317,0.12133072407045009,0.21189591078066913,0.4523560209424084,17031837800
Census Tract 8380; Cook County; Illinois,2671,890,26673,1235,256,544,29,150,1055,89,14,97,274,17,031,838000,0.3332085361287907,10.191407096789248,0.20728744939271254,0.3290441176470588,0.4492890995260663,17031838000
Census Tract 8381; Cook County; Illinois,1500,558,26000,820,57,150,0,0,857,108,48,68,255,17,031,838100,0.372,10.165851817003619,0.06951219512195123,0.0,0.558926487747958,17031838100
Census Tract 8382; Cook County; Illinois,1032,123,83929,809,84,214,0,0,183,3,21,6,30,17,031,838200,0.11918604651162791,11.337726482315079,0.103831891223733,0.0,0.32786885245901637,17031838200
Census Tract 8383; Cook County; Illinois,2403,233,112381,1881,42,347,21,39,1249,149,12,78,160,17,031,838300,0.09696213066999584,11.629650163007094,0.022328548644338118,0.1729106628242075,0.31945556445156126,17031838300
Census Tract 8386; Cook County; Illinois,1369,483,18537,514,97,279,0,169,548,20,0,28,252,17,031,838600,0.3528122717311907,9.82752401372909,0.188715953307393,0.6057347670250897,0.5474452554744526,17031838600
Census Tract 8387; Cook County; Illinois,3737,1687,21834,1093,141,934,36,553,1190,164,145,89,484,17,031,838700,0.45143162964945144,9.991223666840215,0.12900274473924978,0.6306209850107066,0.7411764705882353,17031838700
Census Tract 8388; Cook County; Illinois,3207,1189,29120,1470,180,790,16,250,768,53,0,135,92,17,031,838800,0.37075148113501716,10.279180502310622,0.12244897959183673,0.3367088607594937,0.3645833333333333,17031838800
Census Tract 8390; Cook County; Illinois,9983,1561,110306,7652,818,1562,38,88,4688,304,106,255,1089,17,031,839000,0.15636582189722528,11.611013600860947,0.10690015682174595,0.08066581306017925,0.3741467576791809,17031839000
Census Tract 8391; Cook County; Illinois,6938,456,122978,6203,259,1076,0,0,3414,382,213,80,568,17,031,839100,0.06572499279331219,11.71976075656826,0.04175399000483637,0.0,0.36408904510837725,17031839100
Census Tract 8392; Cook County; Illinois,2355,663,43090,1417,183,300,0,0,817,69,38,48,161,17,031,839200,0.28152866242038216,10.671046230609884,0.12914608327452365,0.0,0.386780905752754,17031839200
Census Tract 8395; Cook County; Illinois,1685,292,-666666666,787,59,322,0,24,441,73,0,0,97,17,031,839500,0.17329376854599407,,0.07496823379923762,0.07453416149068323,0.3854875283446712,17031839500
Census Tract 8396; Cook County; Illinois,1950,457,65062,901,81,349,62,13,523,42,20,37,141,17,031,839600,0.23435897435897435,11.083095940409448,0.08990011098779134,0.2148997134670487,0.4588910133843212,17031839600
Census Tract 8397; Cook County; Illinois,4740,447,83498,2798,79,1136,84,13,988,131,72,0,39,17,031,839700,0.09430379746835443,11.332577958456282,0.028234453180843458,0.08538732394366197,0.24493927125506074,17031839700
Census Tract 8398; Cook County; Illinois,2635,470,77560,1770,118,632,6,80,823,141,21,38,167,17,031,839800,0.17836812144212524,11.258807109356589,0.06666666666666667,0.1360759493670886,0.4459295261239368,17031839800
Census Tract 8399; Cook County; Illinois,4558,377,100217,3013,132,1026,0,81,879,75,0,0,197,17,031,839900,0.08271171566476525,11.515093113920798,0.04381015599070694,0.07894736842105263,0.3094425483503982,17031839900
Census Tract 8400; Cook County; Illinois,2651,468,105481,1519,206,816,5,53,355,0,28,23,41,17,031,840000,0.17653715579026782,11.566286120892515,0.13561553653719552,0.07107843137254902,0.2591549295774648,17031840000
Census Tract 8401; Cook County; Illinois,2880,293,66765,1583,163,627,0,64,541,0,59,13,72,17,031,840100,0.10173611111111111,11.108934270118064,0.10296904611497157,0.10207336523125997,0.266173752310536,17031840100
Census Tract 8402; Cook County; Illinois,2198,638,41359,941,43,520,15,116,335,33,0,82,86,17,031,840200,0.2902638762511374,10.630045330940309,0.04569606801275239,0.2519230769230769,0.6,17031840200
Census Tract 8403; Cook County; Illinois,3646,444,65909,1973,277,856,58,63,284,17,10,32,65,17,031,840300,0.12177729018102029,11.096030281727145,0.1403953370501774,0.1413551401869159,0.43661971830985913,17031840300
Census Tract 8404; Cook County; Illinois,3434,401,71667,2108,120,971,63,61,273,12,0,62,48,17,031,840400,0.11677344205008736,11.179785669593665,0.056925996204933584,0.12770339855818744,0.4468864468864469,17031840400
Census Tract 8407; Cook County; Illinois,3930,252,97727,2582,124,834,100,41,599,0,109,91,36,17,031,840700,0.06412213740458016,11.48993315604396,0.048024786986831915,0.16906474820143885,0.39398998330550916,17031840700
Census Tract 8408; Cook County; Illinois,3258,1011,45326,1484,141,699,41,82,533,40,118,0,192,17,031,840800,0.31031307550644566,10.721636098258875,0.09501347708894879,0.1759656652360515,0.6566604127579737,17031840800
Census Tract 8410; Cook County; Illinois,1148,226,103750,718,4,267,10,5,332,45,41,18,89,17,031,841000,0.19686411149825783,11.549739438092944,0.005571030640668524,0.056179775280898875,0.5813253012048193,17031841000
Census Tract 8411; Cook County; Illinois,6990,899,48542,3465,219,1730,70,256,1724,210,197,108,165,17,031,841100,0.12861230329041487,10.790184681563204,0.0632034632034632,0.1884393063583815,0.39443155452436196,17031841100
Census Tract 8412; Cook County; Illinois,4391,565,60498,2293,185,1020,46,215,1371,60,46,88,241,17,031,841200,0.12867228421771806,11.01036558562127,0.08068033144352377,0.25588235294117645,0.3172866520787746,17031841200
Census Tract 8413; Cook County; Illinois,4313,478,79744,2788,194,961,90,68,1008,25,41,74,88,17,031,841300,0.11082773011824716,11.28657678270707,0.06958393113342898,0.16441207075962538,0.2261904761904762,17031841300
Census Tract 8415; Cook County; Illinois,1909,876,26950,728,147,386,0,269,560,42,36,75,252,17,031,841500,0.45887899423782086,10.201738576337144,0.20192307692307693,0.6968911917098446,0.7232142857142857,17031841500
Census Tract 8417; Cook County; Illinois,1137,314,24663,550,64,144,4,23,452,51,46,20,30,17,031,841700,0.27616534740545295,10.113059423820243,0.11636363636363636,0.1875,0.3252212389380531,17031841700
Census Tract 8418; Cook County; Illinois,2325,678,45294,1066,241,503,50,198,428,32,14,40,80,17,031,841800,0.29161290322580646,10.72092985236768,0.22607879924953095,0.49304174950298213,0.3878504672897196,17031841800
Census Tract 8419; Cook County; Illinois,3459,573,131803,3065,422,660,0,8,455,10,0,53,45,17,031,841900,0.16565481352992195,11.789063662551742,0.13768352365415987,0.012121212121212121,0.23736263736263735,17031841900
Census Tract 8420; Cook County; Illinois,916,219,116875,919,139,205,0,21,124,12,0,0,34,17,031,842000,0.2390829694323144,11.668860266590988,0.1512513601741023,0.1024390243902439,0.3709677419354839,17031842000
Census Tract 8421; Cook County; Illinois,7059,1529,50907,3814,456,1714,142,663,1051,45,0,56,482,17,031,842100,0.21660291826037684,10.837755717640936,0.11955951756685894,0.46966161026837805,0.5547098001902949,17031842100
Census Tract 8422; Cook County; Illinois,3602,193,102036,2792,58,683,0,73,1502,114,140,60,339,17,031,842200,0.05358134369794559,11.533080971173792,0.020773638968481375,0.10688140556368961,0.4347536617842876,17031842200
Census Tract 8423; Cook County; Illinois,3672,394,167407,2687,182,715,14,19,850,46,30,34,26,17,031,842300,0.10729847494553377,12.028183252172806,0.06773353181987346,0.046153846153846156,0.16,17031842300
Census Tract 8424; Cook County; Illinois,3207,416,72616,1363,62,728,29,133,566,79,146,43,95,17,031,842400,0.1297162457125039,11.192940562206463,0.04548789435069699,0.22252747252747251,0.6413427561837456,17031842400
Census Tract 8425; Cook County; Illinois,2449,1006,27955,965,141,646,14,558,868,60,0,77,243,17,031,842500,0.4107799101674153,10.238351353460745,0.1461139896373057,0.8854489164086687,0.4377880184331797,17031842500
Census Tract 8426; Cook County; Illinois,4540,873,90521,2240,88,1149,129,173,688,59,14,11,120,17,031,842600,0.19229074889867842,11.413337146968821,0.039285714285714285,0.2628372497824195,0.29651162790697677,17031842600
Census Tract 8428; Cook County; Illinois,6069,1393,49020,2952,250,1427,42,237,1074,0,197,93,217,17,031,842800,0.2295271049596309,10.799983657082104,0.08468834688346884,0.19551506657323056,0.4720670391061452,17031842800
