NAME,B17001_001E,B17001_002E,B19013_001E,B23025_003E,B23025_005E,B11004_001E,B11004_010E,B11004_016E,B25070_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,state,county,tract,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,GEOID
Census Tract 2819; Cook County; Illinois,6659,361,135243,5488,166,1453,0,23,2785,210,53,97,373,17,031,281900,0.0542123441958252,11.814828439361946,0.030247813411078718,0.015829318651066758,0.2631956912028725,17031281900
Census Tract 2827; Cook County; Illinois,2221,347,79330,1550,119,433,9,87,501,74,31,78,152,17,031,282700,0.15623592976136874,11.281371646296048,0.07677419354838709,0.22170900692840648,0.6686626746506986,17031282700
Census Tract 2828; Cook County; Illinois,1498,258,81286,824,77,262,0,0,360,15,0,13,42,17,031,282800,0.17222963951935916,11.305729078985467,0.09344660194174757,0.0,0.19444444444444445,17031282800
Census Tract 2831; Cook County; Illinois,2729,922,44129,1388,149,524,0,41,1048,27,163,140,246,17,031,283100,0.337852693294247,10.694872441685067,0.10734870317002881,0.07824427480916031,0.549618320610687,17031283100
Census Tract 2832; Cook County; Illinois,1727,330,57055,1007,103,375,0,149,516,53,71,39,161,17,031,283200,0.1910828025477707,10.95177099386878,0.10228401191658391,0.3973333333333333,0.627906976744186,17031283200
Census Tract 2838; Cook County; Illinois,3504,705,77422,1991,84,735,11,268,1054,111,0,72,208,17,031,283800,0.2011986301369863,11.257026256916028,0.04218985434455048,0.3795918367346939,0.3709677419354839,17031283800
Census Tract 2909; Cook County; Illinois,4241,1873,34349,1852,391,845,40,448,1180,91,0,120,524,17,031,290900,0.4416411223767979,10.444328185145217,0.2111231101511879,0.5775147928994083,0.6228813559322034,17031290900
Census Tract 2912; Cook County; Illinois,1288,403,24120,704,61,273,0,97,479,17,26,10,220,17,031,291200,0.31288819875776397,10.090796650841122,0.08664772727272728,0.3553113553113553,0.569937369519833,17031291200
Census Tract 2916; Cook County; Illinois,1412,201,120207,672,70,471,0,45,448,25,7,19,60,17,031,291600,0.1423512747875354,11.696970535660457,0.10416666666666667,0.09554140127388536,0.24776785714285715,17031291600
Census Tract 2922; Cook County; Illinois,2540,886,33736,1159,132,498,0,167,752,29,47,33,348,17,031,292200,0.3488188976377953,10.426320795426395,0.11389128559102675,0.3353413654618474,0.6077127659574468,17031292200
Census Tract 2924; Cook County; Illinois,1765,635,41875,817,54,385,0,127,514,10,64,32,241,17,031,292400,0.3597733711048159,10.642444269127367,0.06609547123623011,0.32987012987012987,0.6750972762645915,17031292400
Census Tract 2925; Cook County; Illinois,3461,802,52500,1540,291,805,30,233,1015,99,18,67,332,17,031,292500,0.2317249349898873,10.868568448579715,0.18896103896103897,0.3267080745341615,0.5083743842364532,17031292500
Census Tract 3005; Cook County; Illinois,3240,774,50329,1556,120,781,45,106,569,14,25,86,146,17,031,300500,0.2388888888888889,10.82633673070753,0.07712082262210797,0.19334186939820744,0.47627416520210897,17031300500
Census Tract 3006; Cook County; Illinois,2738,671,48915,1258,145,582,77,86,668,48,89,78,98,17,031,300600,0.24506939371804237,10.79783937689153,0.11526232114467408,0.2800687285223368,0.468562874251497,17031300600
Census Tract 3007; Cook County; Illinois,4791,459,46554,2541,311,1147,0,309,966,442,22,39,96,17,031,300700,0.09580463368816532,10.748368208122004,0.12239275875639512,0.26939843068875324,0.6200828157349897,17031300700
Census Tract 3008; Cook County; Illinois,4192,2004,29684,1467,80,983,137,253,913,83,47,143,319,17,031,300800,0.4780534351145038,10.298363459090025,0.054533060668029994,0.3967446592065107,0.6484118291347207,17031300800
Census Tract 3009; Cook County; Illinois,3937,1555,32766,1495,58,970,15,65,773,123,56,151,203,17,031,300900,0.39497078994157986,10.39714667138021,0.03879598662207358,0.08247422680412371,0.6895213454075032,17031300900
Census Tract 3011; Cook County; Illinois,2409,340,34608,1013,55,489,29,61,496,25,30,105,132,17,031,301100,0.141137401411374,10.45184014819284,0.054294175715695954,0.18404907975460122,0.5887096774193549,17031301100
Census Tract 3012; Cook County; Illinois,5209,1283,50040,2397,422,868,74,245,1095,281,44,31,167,17,031,301200,0.24630447302745248,10.820577964580847,0.17605340008343762,0.3675115207373272,0.4776255707762557,17031301200
Census Tract 3016; Cook County; Illinois,3247,681,28442,1307,277,1001,0,134,528,49,69,115,235,17,031,301600,0.20973206036341238,10.255622204932642,0.21193573068094873,0.13386613386613386,0.8863636363636364,17031301600
Census Tract 3017.01; Cook County; Illinois,4205,804,52115,2051,136,992,19,160,618,0,89,89,127,17,031,301701,0.19120095124851366,10.861208094173422,0.06630911750365676,0.18044354838709678,0.4935275080906149,17031301701
Census Tract 3017.02; Cook County; Illinois,4022,661,43632,1794,175,760,83,82,766,14,70,17,18,17,031,301702,0.1643460964694182,10.68354610508537,0.09754738015607581,0.21710526315789475,0.15535248041775457,17031301702
Census Tract 3018.01; Cook County; Illinois,4086,1353,35779,1471,184,880,34,139,709,0,126,88,54,17,031,301801,0.3311306901615272,10.485116408097518,0.12508497620666215,0.1965909090909091,0.37799717912552894,17031301801
Census Tract 3018.02; Cook County; Illinois,2623,392,33668,996,71,511,25,40,510,62,41,43,135,17,031,301802,0.14944719786504004,10.424303110331467,0.071285140562249,0.12720156555772993,0.5509803921568628,17031301802
Census Tract 3018.03; Cook County; Illinois,3168,443,36020,1417,184,795,26,69,853,183,69,144,47,17,031,301803,0.1398358585858586,10.491829618729946,0.12985179957657023,0.11949685534591195,0.5193434935521688,17031301803
Census Tract 3102; Cook County; Illinois,1817,113,133382,1464,84,379,0,0,457,57,19,34,49,17,031,310200,0.06219042377545404,11.800972470825714,0.05737704918032787,0.0,0.3479212253829322,17031310200
Census Tract 3103; Cook County; Illinois,1836,77,66683,1057,2,478,54,0,522,11,28,25,134,17,031,310300,0.041938997821350764,11.107705326854465,0.001892147587511826,0.11297071129707113,0.3793103448275862,17031310300
Census Tract 3104; Cook County; Illinois,1456,152,77991,950,102,281,14,20,404,12,0,31,93,17,031,310400,0.1043956043956044,11.264348714399027,0.10736842105263159,0.12099644128113879,0.33663366336633666,17031310400
Census Tract 3105; Cook County; Illinois,1599,129,58321,906,97,304,0,73,484,0,27,51,38,17,031,310500,0.08067542213883677,10.973717513311941,0.10706401766004416,0.24013157894736842,0.2396694214876033,17031310500
Census Tract 3106; Cook County; Illinois,5542,481,73508,3402,197,1130,30,69,1747,158,62,64,241,17,031,310600,0.08679177192349333,11.205149522815315,0.05790711346266902,0.08761061946902655,0.3005151688609044,17031310600
Census Tract 3107; Cook County; Illinois,1354,276,62647,820,116,257,0,43,502,72,51,0,151,17,031,310700,0.2038404726735598,11.04527107410187,0.14146341463414633,0.16731517509727625,0.545816733067729,17031310700
Census Tract 3108; Cook County; Illinois,4633,1051,63779,2697,213,970,38,133,1257,69,53,137,352,17,031,310800,0.22685085257932225,11.063179261544928,0.07897664071190211,0.17628865979381445,0.48607796340493237,17031310800
Census Tract 3109; Cook County; Illinois,4914,1116,78287,2881,247,1022,23,248,1151,12,86,64,243,17,031,310900,0.2271062271062271,11.268136840097641,0.08573412009718848,0.2651663405088063,0.3518679409209383,17031310900
Census Tract 3201.01; Cook County; Illinois,8691,313,119616,5401,279,2524,0,96,2677,162,238,20,511,17,031,320101,0.03601426763318375,11.692041890815235,0.0516571005369376,0.03803486529318542,0.3477773627194621,17031320101
Census Tract 3201.02; Cook County; Illinois,5418,540,162021,3886,54,847,43,59,2025,84,141,312,417,17,031,320102,0.09966777408637874,11.995481235442956,0.013896037056098817,0.1204250295159386,0.4711111111111111,17031320102
Census Tract 3204; Cook County; Illinois,1291,139,162143,1797,206,394,0,0,286,3,0,38,53,17,031,320400,0.10766847405112316,11.996233940899208,0.11463550361713967,0.0,0.32867132867132864,17031320400
Census Tract 3206; Cook County; Illinois,5943,702,108320,4259,208,996,0,51,2311,209,81,192,470,17,031,320600,0.11812216052498738,11.592845088146102,0.04883775534162949,0.05120481927710843,0.41194288186932065,17031320600
Census Tract 3301.01; Cook County; Illinois,5011,289,177254,3420,66,1654,0,25,806,0,0,49,0,17,031,330101,0.057673119137896627,12.085339011135511,0.01929824561403509,0.015114873035066506,0.060794044665012405,17031330101
Census Tract 3301.02; Cook County; Illinois,9617,209,112762,6855,210,1627,41,144,3331,335,188,395,594,17,031,330102,0.021732348965373818,11.633034681856849,0.030634573304157548,0.11370620774431468,0.4539177424196938,17031330102
Census Tract 3301.03; Cook County; Illinois,8302,893,125175,5973,0,1664,0,268,2655,136,64,94,350,17,031,330103,0.1075644423030595,11.737468037198145,0.0,0.16105769230769232,0.24256120527306968,17031330103
Census Tract 3302; Cook County; Illinois,3969,471,128000,2039,73,1096,42,142,639,59,31,0,153,17,031,330200,0.11866969009826153,11.759785542901755,0.0358018636586562,0.1678832116788321,0.38028169014084506,17031330200
Census Tract 3403; Cook County; Illinois,1698,228,47519,726,32,481,14,63,386,17,0,97,83,17,031,340300,0.13427561837455831,10.76888491004406,0.0440771349862259,0.1600831600831601,0.5103626943005182,17031340300
Census Tract 3404; Cook County; Illinois,1614,326,49309,756,68,358,31,73,422,25,32,29,129,17,031,340400,0.20198265179677818,10.805861899150436,0.08994708994708994,0.2905027932960894,0.509478672985782,17031340400
Census Tract 3405; Cook County; Illinois,1558,541,57720,732,21,242,0,9,590,68,38,19,124,17,031,340500,0.3472400513478819,10.963359012887807,0.028688524590163935,0.0371900826446281,0.42203389830508475,17031340500
Census Tract 3406; Cook County; Illinois,1311,760,19348,580,182,295,0,121,461,68,0,27,95,17,031,340600,0.5797101449275363,9.870344333942874,0.3137931034482759,0.4101694915254237,0.4121475054229935,17031340600
Census Tract 3501; Cook County; Illinois,2439,348,61620,1601,115,408,0,0,1509,295,44,91,317,17,031,350100,0.14268142681426815,11.028741772150658,0.07183010618363522,0.0,0.49502982107355864,17031350100
Census Tract 3504; Cook County; Illinois,1777,779,22292,656,143,340,38,147,674,38,20,72,125,17,031,350400,0.43837929093978617,10.011983148689428,0.21798780487804878,0.5441176470588235,0.37833827893175076,17031350400
Census Tract 3510; Cook County; Illinois,3526,599,54688,2101,141,577,0,117,2215,178,163,119,552,17,031,351000,0.16988088485536018,10.909399585915317,0.06711089957163256,0.2027729636048527,0.4568848758465011,17031351000
Census Tract 3511; Cook County; Illinois,2160,1165,18220,854,352,526,0,380,1043,69,56,84,244,17,031,351100,0.5393518518518519,9.810275170813949,0.41217798594847777,0.7224334600760456,0.4343240651965484,17031351100
Census Tract 3514; Cook County; Illinois,1569,690,-666666666,522,71,245,23,141,713,107,40,23,138,17,031,351400,0.4397705544933078,,0.1360153256704981,0.6693877551020408,0.4319775596072931,17031351400
Census Tract 3515; Cook County; Illinois,946,298,63235,604,108,131,0,71,352,18,17,10,100,17,031,351500,0.3150105708245243,11.054613224314076,0.17880794701986755,0.5419847328244275,0.4119318181818182,17031351500
Census Tract 3602; Cook County; Illinois,1672,916,26638,757,277,379,0,279,690,151,94,53,214,17,031,360200,0.5478468899521531,10.190094046760976,0.36591809775429324,0.7361477572559367,0.7420289855072464,17031360200
Census Tract 3801; Cook County; Illinois,1928,498,-666666666,974,107,414,11,129,546,44,26,24,209,17,031,380100,0.258298755186722,,0.10985626283367557,0.33816425120772947,0.554945054945055,17031380100
Census Tract 3802; Cook County; Illinois,1723,643,25167,550,0,239,0,47,1048,106,30,122,267,17,031,380200,0.3731863029599536,10.133288891514404,0.0,0.19665271966527198,0.5009541984732825,17031380200
Census Tract 3806; Cook County; Illinois,3988,1502,25455,2035,337,812,37,341,1501,223,89,141,421,17,031,380600,0.376629889669007,10.144667466336436,0.1656019656019656,0.46551724137931033,0.5822784810126582,17031380600
Census Tract 3812; Cook County; Illinois,1906,300,44757,899,81,343,0,0,733,9,18,90,207,17,031,381200,0.15739769150052466,10.709003136050958,0.09010011123470522,0.0,0.44201909959072305,17031381200
Census Tract 3814; Cook County; Illinois,1615,468,34300,872,228,389,78,160,631,30,4,104,148,17,031,381400,0.2897832817337461,10.442900633154032,0.26146788990825687,0.6118251928020566,0.4532488114104596,17031381400
Census Tract 3815; Cook County; Illinois,670,301,23288,282,84,159,0,82,360,29,78,5,149,17,031,381500,0.44925373134328356,10.05569348542546,0.2978723404255319,0.5157232704402516,0.725,17031381500
Census Tract 3817; Cook County; Illinois,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,17,031,381700,,,,,,17031381700
Census Tract 3818; Cook County; Illinois,1453,289,46813,857,117,322,31,101,561,105,9,31,89,17,031,381800,0.1988988300068823,10.753916221110412,0.13652275379229872,0.40993788819875776,0.41711229946524064,17031381800
Census Tract 3819; Cook County; Illinois,1332,331,58803,726,190,286,23,85,329,22,14,36,58,17,031,381900,0.2484984984984985,10.981948152993384,0.26170798898071623,0.3776223776223776,0.3951367781155015,17031381900
Census Tract 3901; Cook County; Illinois,1815,132,65833,900,109,435,57,76,476,165,31,47,68,17,031,390100,0.07272727272727272,11.094876511351247,0.12111111111111111,0.3057471264367816,0.6533613445378151,17031390100
Census Tract 3902; Cook County; Illinois,2178,189,104441,1233,111,503,0,109,256,3,0,0,75,17,031,390200,0.08677685950413223,11.556377597642753,0.09002433090024331,0.21669980119284293,0.3046875,17031390200
Census Tract 3903; Cook County; Illinois,2532,1284,19475,1115,328,466,0,215,1358,127,82,123,321,17,031,390300,0.5071090047393365,9.876886870738948,0.29417040358744395,0.4613733905579399,0.4808541973490427,17031390300
Census Tract 3904; Cook County; Illinois,2289,908,27232,1009,139,355,27,171,1044,201,12,73,214,17,031,390400,0.3966797728265618,10.2121480313731,0.1377601585728444,0.5577464788732395,0.4789272030651341,17031390400
Census Tract 3905; Cook County; Illinois,1766,244,58194,943,50,346,0,90,629,40,62,90,153,17,031,390500,0.13816534541336353,10.971537535621598,0.053022269353128315,0.26011560693641617,0.548489666136725,17031390500
Census Tract 3906; Cook County; Illinois,1824,428,76806,1133,66,475,40,68,529,56,31,43,112,17,031,390600,0.23464912280701755,11.249038041084164,0.05825242718446602,0.22736842105263158,0.45746691871455575,17031390600
Census Tract 3907; Cook County; Illinois,6062,1137,67832,2933,156,1131,198,16,2066,153,37,252,695,17,031,390700,0.18756186077202244,11.124789338983838,0.05318786225707467,0.1892130857648099,0.5503388189738625,17031390700
Census Tract 4003; Cook County; Illinois,1358,163,84293,772,160,269,55,69,452,25,0,58,124,17,031,400300,0.12002945508100148,11.342054103768774,0.20725388601036268,0.46096654275092935,0.4579646017699115,17031400300
Census Tract 4004; Cook County; Illinois,2192,808,40066,896,148,424,30,258,811,49,12,52,318,17,031,400400,0.3686131386861314,10.598283373341598,0.16517857142857142,0.6792452830188679,0.531442663378545,17031400400
Census Tract 4005; Cook County; Illinois,2634,1237,22463,1087,94,713,52,412,967,52,133,10,439,17,031,400500,0.46962794229309035,10.019624790165171,0.08647654093836246,0.6507713884992987,0.655635987590486,17031400500
Census Tract 4008; Cook County; Illinois,2768,1761,21029,1290,223,568,40,212,1217,128,58,162,407,17,031,400800,0.6361994219653179,9.953657716448705,0.17286821705426356,0.44366197183098594,0.6203779786359901,17031400800
Census Tract 4101; Cook County; Illinois,2251,492,51471,1443,18,237,0,21,1176,169,163,75,345,17,031,410100,0.21856952465570859,10.848773821251536,0.012474012474012475,0.08860759493670886,0.6394557823129252,17031410100
Census Tract 4102; Cook County; Illinois,1203,378,51739,882,23,107,7,5,640,20,22,40,224,17,031,410200,0.314214463840399,10.853967128146982,0.026077097505668934,0.11214953271028037,0.478125,17031410200
Census Tract 4105; Cook County; Illinois,3345,1002,70833,2037,67,571,0,213,1104,40,75,118,401,17,031,410500,0.29955156950672646,11.168080272785073,0.03289150711831124,0.37302977232924694,0.5742753623188406,17031410500
Census Tract 4106; Cook County; Illinois,2085,615,39461,1365,76,356,0,57,737,35,34,69,303,17,031,410600,0.2949640287769784,10.583068121374101,0.05567765567765568,0.1601123595505618,0.5983717774762551,17031410600
Census Tract 4107; Cook County; Illinois,2541,894,45972,1434,84,372,0,29,935,128,50,46,361,17,031,410700,0.35182998819362454,10.73578779448865,0.058577405857740586,0.07795698924731183,0.6256684491978609,17031410700
Census Tract 4108; Cook County; Illinois,2862,529,58396,1912,39,408,9,23,1244,31,138,87,265,17,031,410800,0.1848357791754018,10.975002673319871,0.020397489539748955,0.0784313725490196,0.4188102893890675,17031410800
Census Tract 4109; Cook County; Illinois,3520,604,71315,2237,241,739,79,34,1022,98,20,118,405,17,031,410900,0.1715909090909091,11.174861962957523,0.10773357174787662,0.15290933694181327,0.62720156555773,17031410900
Census Tract 4110; Cook County; Illinois,3743,978,52596,1536,153,563,66,100,1527,94,113,230,299,17,031,411000,0.2612877371092706,10.87039535020681,0.099609375,0.29484902309058614,0.4819908316961362,17031411000
Census Tract 4111; Cook County; Illinois,2034,222,123750,1308,88,507,0,86,528,71,34,37,124,17,031,411100,0.10914454277286136,11.726018680430936,0.0672782874617737,0.16962524654832348,0.5037878787878788,17031411100
Census Tract 4112; Cook County; Illinois,1638,216,111058,779,27,397,6,21,313,0,5,43,107,17,031,411200,0.13186813186813187,11.617807866349636,0.03465982028241335,0.06801007556675064,0.4952076677316294,17031411200
Census Tract 4201; Cook County; Illinois,1629,738,21275,708,121,350,11,110,845,37,50,77,265,17,031,420100,0.4530386740331492,9.965287953441575,0.1709039548022599,0.3457142857142857,0.5076923076923077,17031420100
Census Tract 4202; Cook County; Illinois,1597,601,30461,721,108,270,0,170,577,83,53,49,172,17,031,420200,0.37633061991233563,10.324202455851168,0.14979195561719832,0.6296296296296297,0.6187175043327556,17031420200
Census Tract 4203; Cook County; Illinois,1479,463,38583,1079,140,254,11,42,505,5,30,82,246,17,031,420300,0.31304935767410413,10.560567043934196,0.12974976830398516,0.20866141732283464,0.7188118811881188,17031420300
Census Tract 4204; Cook County; Illinois,1324,434,32938,568,72,246,54,45,609,79,67,16,117,17,031,420400,0.32779456193353473,10.402382285434154,0.1267605633802817,0.4024390243902439,0.458128078817734,17031420400
Census Tract 4205; Cook County; Illinois,2040,818,25298,1049,361,499,0,181,819,0,79,193,206,17,031,420500,0.40098039215686276,10.138480620207487,0.34413727359389895,0.3627254509018036,0.5836385836385837,17031420500
Census Tract 4206; Cook County; Illinois,2663,957,34643,1101,278,557,21,188,864,65,10,28,191,17,031,420600,0.35936913255726627,10.4528509640072,0.2524977293369664,0.3752244165170557,0.3402777777777778,17031420600
Census Tract 4207; Cook County; Illinois,2274,934,24785,1217,238,467,0,260,820,31,95,95,263,17,031,420700,0.41072999120492526,10.117993910454674,0.19556285949055052,0.556745182012848,0.5902439024390244,17031420700
Census Tract 4208; Cook County; Illinois,2322,454,44375,1227,162,440,4,149,717,69,58,84,211,17,031,420800,0.19552110249784668,10.700431526777717,0.13202933985330073,0.3477272727272727,0.5885634588563459,17031420800
Census Tract 4212; Cook County; Illinois,1958,291,41910,948,95,321,0,74,559,19,203,7,143,17,031,421200,0.14862104187946884,10.643279740919118,0.10021097046413502,0.23052959501557632,0.6654740608228981,17031421200
Census Tract 4301.01; Cook County; Illinois,3468,920,32264,1882,445,707,47,293,1494,289,30,140,537,17,031,430101,0.26528258362168394,10.381707336553204,0.23645058448459086,0.4809052333804809,0.6666666666666666,17031430101
Census Tract 4301.02; Cook County; Illinois,3542,1039,50625,2280,228,443,27,158,1961,28,47,15,450,17,031,430102,0.2933370976849238,10.83220080440884,0.1,0.417607223476298,0.27536970933197347,17031430102
Census Tract 4302; Cook County; Illinois,5455,1725,33183,3262,616,918,57,188,2178,247,126,267,592,17,031,430200,0.3162236480293309,10.409792975570364,0.1888412017167382,0.2668845315904139,0.5656565656565656,17031430200
Census Tract 4303; Cook County; Illinois,2529,703,36467,1196,204,596,73,330,831,30,0,73,360,17,031,430300,0.2779754843811783,10.504163021027956,0.1705685618729097,0.6761744966442953,0.5571600481347774,17031430300
Census Tract 4304; Cook County; Illinois,2957,972,36917,1371,105,603,12,223,828,78,34,11,445,17,031,430400,0.32871153195806563,10.51642742854388,0.07658643326039387,0.38971807628524047,0.6859903381642513,17031430400
Census Tract 4305; Cook County; Illinois,3826,1432,28528,1894,483,739,0,400,1657,73,169,81,624,17,031,430500,0.37428123366440147,10.25864134010292,0.2550158394931362,0.5412719891745602,0.5715147857573929,17031430500
Census Tract 4306; Cook County; Illinois,2218,523,54375,1069,135,564,59,225,566,90,21,0,194,17,031,430600,0.2357980162308386,10.903659768390986,0.12628624883068287,0.5035460992907801,0.5388692579505301,17031430600
Census Tract 4307; Cook County; Illinois,2019,613,30561,1412,401,344,0,100,1068,135,13,52,559,17,031,430700,0.30361565131253093,10.327479965258176,0.2839943342776204,0.29069767441860467,0.7106741573033708,17031430700
Census Tract 4308; Cook County; Illinois,2000,612,45221,1170,157,502,15,131,454,28,26,45,147,17,031,430800,0.306,10.71931685969625,0.13418803418803418,0.2908366533864542,0.5418502202643172,17031430800
Census Tract 4309; Cook County; Illinois,1681,361,38173,756,114,358,0,92,530,66,0,75,160,17,031,430900,0.21475312314098752,10.54988373840662,0.15079365079365079,0.2569832402234637,0.5679245283018868,17031430900
Census Tract 4312; Cook County; Illinois,2399,232,57845,1418,165,548,0,70,372,12,29,0,120,17,031,431200,0.09670696123384744,10.96552229846299,0.11636107193229901,0.12773722627737227,0.4327956989247312,17031431200
Census Tract 4313.01; Cook County; Illinois,3555,696,36867,1863,304,820,0,345,1162,61,164,117,248,17,031,431301,0.19578059071729959,10.515072120952707,0.16317767042404724,0.42073170731707316,0.5077452667814114,17031431301
Census Tract 4313.02; Cook County; Illinois,3788,1803,32031,1824,428,783,78,255,1522,140,106,107,503,17,031,431302,0.4759767687434002,10.374459462846412,0.23464912280701755,0.42528735632183906,0.5624178712220762,17031431302
Census Tract 4314; Cook County; Illinois,6994,3082,37122,3439,313,1161,123,543,2887,351,227,214,806,17,031,431400,0.44066342579353734,10.521965064759044,0.09101482989241058,0.5736434108527132,0.5535157603048146,17031431400
Census Tract 4401.01; Cook County; Illinois,3975,1504,28877,2193,412,832,0,225,2250,65,146,238,793,17,031,440101,0.37836477987421385,10.270800709494713,0.1878704970360237,0.2704326923076923,0.552,17031440101
Census Tract 4401.02; Cook County; Illinois,3320,900,40565,1946,291,505,0,220,1546,81,200,89,374,17,031,440102,0.2710843373493976,10.610660904829166,0.14953751284686537,0.43564356435643564,0.48124191461837,17031440102
Census Tract 4402.01; Cook County; Illinois,6096,1905,34355,2694,310,1244,0,515,1891,52,82,26,818,17,031,440201,0.3125,10.444502847465177,0.11507052709725316,0.4139871382636656,0.5171866737176097,17031440201
Census Tract 4402.02; Cook County; Illinois,2751,671,31537,988,162,454,70,131,1062,101,54,84,401,17,031,440202,0.24391130498000727,10.35891673868174,0.16396761133603238,0.44273127753303965,0.6026365348399246,17031440202
Census Tract 4403; Cook County; Illinois,4650,352,46747,2612,501,1003,0,260,821,11,106,93,260,17,031,440300,0.0756989247311828,10.752505361534784,0.19180704441041346,0.259222333000997,0.5724725943970768,17031440300
Census Tract 4406; Cook County; Illinois,1612,355,58631,827,90,412,10,128,144,38,0,32,48,17,031,440600,0.22022332506203474,10.979018845927424,0.10882708585247884,0.33495145631067963,0.8194444444444444,17031440600
Census Tract 4407; Cook County; Illinois,1453,216,77300,582,51,368,16,177,142,18,0,44,48,17,031,440700,0.1486579490708878,11.255449234575513,0.08762886597938144,0.5244565217391305,0.7746478873239436,17031440700
Census Tract 4408; Cook County; Illinois,1810,783,35292,933,149,362,48,81,484,11,34,0,237,17,031,440800,0.4325966850828729,10.471411588341995,0.15969989281886388,0.356353591160221,0.5826446280991735,17031440800
Census Tract 4409; Cook County; Illinois,2377,693,39730,1110,311,607,34,51,491,8,51,40,145,17,031,440900,0.2915439629785444,10.589861848808644,0.2801801801801802,0.1400329489291598,0.4969450101832994,17031440900
Census Tract 4503; Cook County; Illinois,3461,634,51990,1627,170,832,32,257,556,14,0,54,242,17,031,450300,0.1831840508523548,10.858806671377762,0.10448678549477566,0.3473557692307692,0.5575539568345323,17031450300
Census Tract 4601; Cook County; Illinois,2577,767,47790,1259,229,524,0,208,665,78,0,33,237,17,031,460100,0.2976329064804036,10.774571691572204,0.181890389197776,0.3969465648854962,0.5233082706766917,17031460100
Census Tract 4602; Cook County; Illinois,1880,618,28487,947,98,491,34,120,512,10,78,53,159,17,031,460200,0.32872340425531915,10.257203121842208,0.10348468848996832,0.3136456211812627,0.5859375,17031460200
Census Tract 4603.01; Cook County; Illinois,3164,1041,31831,1464,188,574,27,211,557,84,0,96,185,17,031,460301,0.32901390644753475,10.36819593668493,0.1284153005464481,0.4146341463414634,0.6552962298025135,17031460301
Census Tract 4603.02; Cook County; Illinois,4195,998,50056,2053,471,866,8,255,631,99,55,116,111,17,031,460302,0.23790226460071515,10.820897657678199,0.2294203604481247,0.30369515011547343,0.6038034865293186,17031460302
Census Tract 4604; Cook County; Illinois,3682,872,68475,1863,304,816,28,265,632,0,36,100,241,17,031,460400,0.23682781097229766,11.134223994131279,0.16317767042404724,0.3590686274509804,0.5965189873417721,17031460400
Census Tract 4605; Cook County; Illinois,6284,860,68207,3609,347,1356,0,179,1173,138,58,22,220,17,031,460500,0.13685550604710375,11.130302477860688,0.09614851759490163,0.13200589970501475,0.3734015345268542,17031460500
Census Tract 4608; Cook County; Illinois,4334,1855,32654,1441,375,1133,80,486,1105,125,46,59,373,17,031,460800,0.42801107521919707,10.39372263868611,0.260235947258848,0.499558693733451,0.5457013574660633,17031460800
Census Tract 4610; Cook County; Illinois,1336,403,17182,332,54,205,0,70,622,115,35,34,110,17,031,461000,0.30164670658682635,9.751617603198001,0.16265060240963855,0.34146341463414637,0.47266881028938906,17031461000
Census Tract 4701; Cook County; Illinois,2246,362,45855,1004,163,444,30,97,423,9,29,51,87,17,031,470100,0.1611754229741763,10.733239522993044,0.16235059760956175,0.28603603603603606,0.4160756501182033,17031470100
Census Tract 4801; Cook County; Illinois,2161,385,72171,1009,70,513,43,146,278,10,7,0,91,17,031,480100,0.17815826006478483,11.186793582143249,0.06937561942517344,0.3684210526315789,0.38848920863309355,17031480100
Census Tract 4802; Cook County; Illinois,1031,180,54338,544,53,203,19,41,316,8,0,0,141,17,031,480200,0.17458777885548013,10.902979077003044,0.0974264705882353,0.2955665024630542,0.47151898734177217,17031480200
Census Tract 4803; Cook County; Illinois,1131,206,57839,552,26,260,0,124,239,0,2,0,94,17,031,480300,0.18213969938107868,10.965418567609882,0.04710144927536232,0.47692307692307695,0.401673640167364,17031480300
Census Tract 4804; Cook County; Illinois,4971,170,83567,2611,182,1234,50,194,314,0,0,0,72,17,031,480400,0.03419835043250855,11.333403984301592,0.06970509383378017,0.19773095623987033,0.22929936305732485,17031480400
Census Tract 4805; Cook County; Illinois,2718,571,46250,886,111,693,42,154,430,29,15,36,196,17,031,480500,0.21008094186902135,10.741816742940571,0.1252821670428894,0.2828282828282828,0.641860465116279,17031480500
Census Tract 4902; Cook County; Illinois,2944,373,63175,1401,237,709,39,138,430,33,33,20,110,17,031,490200,0.12669836956521738,11.053663932256395,0.16916488222698073,0.24964739069111425,0.4558139534883721,17031490200
Census Tract 4905; Cook County; Illinois,1600,207,67135,828,66,389,0,77,179,0,0,4,72,17,031,490500,0.129375,11.114460796506808,0.07971014492753623,0.19794344473007713,0.4245810055865922,17031490500
Census Tract 4906; Cook County; Illinois,1446,201,63947,622,131,321,21,92,145,0,4,0,56,17,031,490600,0.13900414937759337,11.065809894256876,0.21061093247588425,0.35202492211838005,0.41379310344827586,17031490600
Census Tract 4907; Cook County; Illinois,2459,617,44792,1052,216,600,5,178,220,5,14,16,105,17,031,490700,0.2509150061000407,10.70978483102873,0.20532319391634982,0.305,0.6363636363636364,17031490700
Census Tract 4908; Cook County; Illinois,3705,339,51591,1876,347,714,101,149,537,9,40,35,90,17,031,490800,0.09149797570850203,10.85110251765231,0.1849680170575693,0.35014005602240894,0.3240223463687151,17031490800
